,id,pocket
718,6ISK.pdb,pocket1_atm.pdb
719,4F9D.pdb,pocket32_atm.pdb
720,3DDC.pdb,pocket1_atm.pdb
721,7L34.pdb,pocket1_atm.pdb
722,7PF7.pdb,
723,5T6F.pdb,pocket2_atm.pdb
724,3EC3.pdb,pocket33_atm.pdb
725,1GYX.pdb,pocket2_atm.pdb
726,5XOF.pdb,pocket1_atm.pdb
727,5ZOO.pdb,
728,4LGY.pdb,pocket48_atm.pdb
729,4QKD.pdb,pocket10_atm.pdb
730,4AIR.pdb,pocket2_atm.pdb
731,3I4Z.pdb,pocket4_atm.pdb
732,8HOO.pdb,pocket2_atm.pdb
733,1TZB.pdb,pocket1_atm.pdb
734,5TXR.pdb,pocket1_atm.pdb
735,6YVQ.pdb,pocket2_atm.pdb
736,2D3Y.pdb,pocket2_atm.pdb
737,1FWN.pdb,pocket1_atm.pdb
738,4YWY.pdb,pocket1_atm.pdb
739,5JR2.pdb,pocket38_atm.pdb
740,6VJR.pdb,pocket7_atm.pdb
741,4MPQ.pdb,
742,4GJ4.pdb,pocket5_atm.pdb
743,5E68.pdb,pocket1_atm.pdb
744,5EPL.pdb,pocket1_atm.pdb
745,4RSL.pdb,pocket1_atm.pdb
746,7DVX.pdb,
747,1VAI.pdb,pocket1_atm.pdb
748,4O6Y.pdb,pocket22_atm.pdb
749,4C84.pdb,
750,6NMX.pdb,pocket1_atm.pdb
751,2ZZD.pdb,pocket4_atm.pdb
752,3A68.pdb,pocket256_atm.pdb
753,3PF7.pdb,pocket12_atm.pdb
754,5KFM.pdb,pocket1_atm.pdb
755,7U7Y.pdb,pocket1_atm.pdb
756,4OB1.pdb,pocket1_atm.pdb
757,6ZA6.pdb,pocket1_atm.pdb
758,6ZXT.pdb,pocket9_atm.pdb
759,1ZO8.pdb,pocket11_atm.pdb
760,2FZP.pdb,
761,3TPX.pdb,pocket3_atm.pdb
762,2GRN.pdb,
763,4C12.pdb,pocket1_atm.pdb
764,6MIK.pdb,pocket1_atm.pdb
765,3UV9.pdb,
766,4USR.pdb,pocket5_atm.pdb
767,4KP1.pdb,
768,4E9F.pdb,pocket8_atm.pdb
769,6CW3.pdb,
770,5ZQI.pdb,
771,7U84.pdb,pocket1_atm.pdb
772,6B79.pdb,pocket1_atm.pdb
773,6SYF.pdb,
774,7EFJ.pdb,pocket1_atm.pdb
775,4X2P.pdb,pocket3_atm.pdb
776,6FIY.pdb,pocket1_atm.pdb
777,8B2D.pdb,
778,3SHB.pdb,
779,3B4N.pdb,pocket24_atm.pdb
780,5D1K.pdb,pocket14_atm.pdb
781,2BEU.pdb,pocket2_atm.pdb
782,2OKT.pdb,
783,6FW2.pdb,pocket22_atm.pdb
784,7PCJ.pdb,pocket4_atm.pdb
785,2PHN.pdb,pocket1_atm.pdb
786,4RJ9.pdb,
787,7C0C.pdb,
788,5A0E.pdb,pocket2_atm.pdb
789,3HJR.pdb,
790,1ZZC.pdb,pocket1_atm.pdb
791,5BNH.pdb,pocket1_atm.pdb
792,3BZH.pdb,pocket1_atm.pdb
793,4FDX.pdb,
794,3ZPG.pdb,pocket10_atm.pdb
795,4HWO.pdb,pocket1_atm.pdb
796,7U56.pdb,pocket31_atm.pdb
797,7THI.pdb,pocket1_atm.pdb
798,2EKE.pdb,
799,6VF0.pdb,pocket1_atm.pdb
800,7OU3.pdb,pocket23_atm.pdb
801,7M7U.pdb,pocket1_atm.pdb
802,3TJM.pdb,pocket1_atm.pdb
803,7PZZ.pdb,pocket5_atm.pdb
804,3QTY.pdb,pocket31_atm.pdb
805,4ED7.pdb,pocket1_atm.pdb
806,5OMP.pdb,pocket9_atm.pdb
807,8DYL.pdb,pocket1_atm.pdb
808,6A58.pdb,
809,6VJ4.pdb,pocket3_atm.pdb
810,6EFW.pdb,pocket4_atm.pdb
811,8TBI.pdb,pocket4_atm.pdb
812,7M10.pdb,pocket1_atm.pdb
813,8H4P.pdb,pocket1_atm.pdb
814,4JJQ.pdb,
815,5B19.pdb,pocket1_atm.pdb
816,4R9K.pdb,pocket4_atm.pdb
817,6ES9.pdb,pocket1_atm.pdb
818,7LPH.pdb,
819,5V36.pdb,pocket4_atm.pdb
820,7VHF.pdb,pocket4_atm.pdb
821,7DOC.pdb,
822,3NXL.pdb,pocket80_atm.pdb
823,4WZU.pdb,
824,4WIL.pdb,
825,7M4L.pdb,pocket1_atm.pdb
826,7Y0L.pdb,pocket13_atm.pdb
827,1NE7.pdb,pocket53_atm.pdb
828,4G3O.pdb,
829,6WUF.pdb,pocket11_atm.pdb
830,6SCG.pdb,pocket24_atm.pdb
831,1WZ8.pdb,pocket1_atm.pdb
832,7BGT.pdb,pocket1_atm.pdb
833,3ER5.pdb,pocket1_atm.pdb
834,3T88.pdb,pocket7_atm.pdb
835,4ZDJ.pdb,pocket9_atm.pdb
836,2VOA.pdb,pocket1_atm.pdb
837,4LN9.pdb,
838,4CY3.pdb,
839,3TB4.pdb,pocket1_atm.pdb
840,6VVM.pdb,
841,3K9O.pdb,
842,1V37.pdb,pocket1_atm.pdb
843,6ZPE.pdb,
844,6HMZ.pdb,pocket2_atm.pdb
845,7QBP.pdb,pocket3_atm.pdb
846,5J47.pdb,pocket4_atm.pdb
847,2PLR.pdb,pocket13_atm.pdb
848,5OQ3.pdb,
849,8CU0.pdb,pocket3_atm.pdb
850,3ZO0.pdb,
851,4KWC.pdb,pocket1_atm.pdb
852,7UXD.pdb,pocket2_atm.pdb
853,6ASK.pdb,
854,3GG9.pdb,pocket9_atm.pdb
855,6HKP.pdb,
856,4WVT.pdb,pocket1_atm.pdb
857,7Q73.pdb,pocket4_atm.pdb
858,4Q8E.pdb,pocket2_atm.pdb
859,3GS2.pdb,pocket4_atm.pdb
860,4D0Q.pdb,pocket1_atm.pdb
861,3K59.pdb,pocket2_atm.pdb
862,1VKE.pdb,pocket2_atm.pdb
863,6SLG.pdb,pocket6_atm.pdb
864,5YM0.pdb,pocket3_atm.pdb
865,4Q5E.pdb,
866,6YBQ.pdb,pocket317_atm.pdb
867,3Q5Z.pdb,pocket1_atm.pdb
868,3N3X.pdb,pocket1_atm.pdb
869,6YA7.pdb,pocket1_atm.pdb
870,4KNV.pdb,pocket27_atm.pdb
871,3BI3.pdb,pocket2_atm.pdb
872,2OPF.pdb,pocket2_atm.pdb
873,2NSQ.pdb,pocket4_atm.pdb
874,7O54.pdb,
875,7BJT.pdb,pocket3_atm.pdb
876,5ITQ.pdb,
877,3FL2.pdb,
878,2A4V.pdb,
879,6O34.pdb,pocket1_atm.pdb
880,1S9R.pdb,pocket1_atm.pdb
881,3I6E.pdb,
882,6P0C.pdb,pocket50_atm.pdb
883,7QS3.pdb,
884,1K7W.pdb,pocket56_atm.pdb
885,2FFC.pdb,pocket6_atm.pdb
886,1QAZ.pdb,pocket12_atm.pdb
887,1PN2.pdb,pocket8_atm.pdb
888,4QWB.pdb,pocket14_atm.pdb
889,4H2W.pdb,pocket1_atm.pdb
890,8D4W.pdb,pocket5_atm.pdb
891,2RJ2.pdb,
892,6JIG.pdb,pocket1_atm.pdb
893,8B58.pdb,pocket10_atm.pdb
894,4LB6.pdb,
895,4J6V.pdb,
896,2EQ7.pdb,pocket33_atm.pdb
897,7AN5.pdb,pocket1_atm.pdb
898,4BTB.pdb,
899,1TMX.pdb,pocket1_atm.pdb
900,3IQG.pdb,
901,5JDD.pdb,
902,2XP0.pdb,
903,6XCV.pdb,
904,6SJ8.pdb,pocket2_atm.pdb
905,6DRE.pdb,pocket5_atm.pdb
906,6H9E.pdb,pocket1_atm.pdb
907,1D4A.pdb,pocket1_atm.pdb
908,6EFN.pdb,pocket1_atm.pdb
909,5J9C.pdb,
910,7MGR.pdb,
911,7ZH9.pdb,pocket1_atm.pdb
912,5CFJ.pdb,pocket4_atm.pdb
913,1F8A.pdb,pocket1_atm.pdb
914,3MFI.pdb,pocket1_atm.pdb
915,1AL6.pdb,pocket2_atm.pdb
916,5XM3.pdb,pocket1_atm.pdb
917,3KCI.pdb,
918,7OYR.pdb,pocket2_atm.pdb
919,4JKN.pdb,pocket3_atm.pdb
920,5K26.pdb,pocket7_atm.pdb
921,3DDT.pdb,
922,4DBD.pdb,pocket6_atm.pdb
923,6HHN.pdb,
924,2W3Q.pdb,
925,6OX0.pdb,pocket1_atm.pdb
926,3EGV.pdb,pocket1_atm.pdb
927,3TJL.pdb,pocket15_atm.pdb
928,2BW0.pdb,
929,7M09.pdb,pocket3_atm.pdb
930,3BDP.pdb,pocket8_atm.pdb
931,3ZJD.pdb,
932,4B0A.pdb,pocket4_atm.pdb
933,5D81.pdb,pocket2_atm.pdb
934,2IZX.pdb,pocket1_atm.pdb
935,8T5N.pdb,
936,5DIK.pdb,
937,2OOA.pdb,pocket3_atm.pdb
938,3S9C.pdb,
939,4O4O.pdb,pocket2_atm.pdb
940,3BY8.pdb,pocket1_atm.pdb
941,4P7W.pdb,pocket1_atm.pdb
942,6MX1.pdb,
943,7NEY.pdb,pocket2_atm.pdb
944,5D9Y.pdb,pocket1_atm.pdb
945,5J72.pdb,pocket63_atm.pdb
946,4FB9.pdb,pocket3_atm.pdb
947,6ENB.pdb,pocket6_atm.pdb
948,8BKD.pdb,pocket40_atm.pdb
949,3B7S.pdb,pocket1_atm.pdb
950,6KOG.pdb,pocket2_atm.pdb
951,8BBH.pdb,
952,8U0X.pdb,
953,2Y0O.pdb,pocket1_atm.pdb
954,6KFM.pdb,pocket2_atm.pdb
955,6SUK.pdb,
956,5XLN.pdb,
957,8HOP.pdb,pocket1_atm.pdb
958,7UXN.pdb,pocket6_atm.pdb
959,4XEP.pdb,pocket17_atm.pdb
960,2UYU.pdb,
961,2XVX.pdb,pocket5_atm.pdb
962,3G98.pdb,
963,6W34.pdb,pocket2_atm.pdb
964,4KNK.pdb,pocket22_atm.pdb
965,1EPM.pdb,pocket1_atm.pdb
966,3NEH.pdb,pocket8_atm.pdb
967,1NK7.pdb,pocket1_atm.pdb
968,1W2W.pdb,pocket4_atm.pdb
969,5IWI.pdb,pocket1_atm.pdb
970,5IU0.pdb,pocket1_atm.pdb
971,6TDG.pdb,pocket5_atm.pdb
972,1YBZ.pdb,
973,3RQ7.pdb,
974,2P3Z.pdb,
975,6PJX.pdb,pocket1_atm.pdb
976,3PLF.pdb,pocket1_atm.pdb
977,1K49.pdb,
978,5F21.pdb,pocket17_atm.pdb
979,7TL7.pdb,pocket113_atm.pdb
980,4O9K.pdb,pocket1_atm.pdb
981,1OGH.pdb,
982,8TC8.pdb,pocket4_atm.pdb
983,5M21.pdb,pocket1_atm.pdb
984,3IXS.pdb,pocket1_atm.pdb
985,1NXM.pdb,
986,5X16.pdb,pocket1_atm.pdb
987,3O2H.pdb,
988,3A2Y.pdb,pocket1_atm.pdb
989,3EVU.pdb,pocket3_atm.pdb
990,4MQ6.pdb,pocket1_atm.pdb
991,7XZ7.pdb,
992,3AP1.pdb,pocket16_atm.pdb
993,6HQI.pdb,
994,3EMR.pdb,pocket8_atm.pdb
995,4BL7.pdb,
996,7F3V.pdb,pocket2_atm.pdb
997,6MPS.pdb,pocket1_atm.pdb
998,3GPK.pdb,
999,4GLX.pdb,pocket39_atm.pdb
1000,5EX2.pdb,
1001,5GK3.pdb,pocket3_atm.pdb
1002,6HV2.pdb,pocket4_atm.pdb
1003,7K34.pdb,pocket1_atm.pdb
1004,5TDT.pdb,pocket3_atm.pdb
1005,6QTO.pdb,pocket1_atm.pdb
1006,6GWJ.pdb,pocket3_atm.pdb
1007,9B0M.pdb,
1008,6RU8.pdb,pocket4_atm.pdb
1009,4XSL.pdb,pocket3_atm.pdb
1010,6HB5.pdb,pocket1_atm.pdb
1011,1YUM.pdb,pocket4_atm.pdb
1012,5FUD.pdb,pocket1_atm.pdb
1013,1ZM8.pdb,
1014,4OGG.pdb,
1015,4M37.pdb,pocket2_atm.pdb
1016,7ALZ.pdb,pocket1_atm.pdb
1017,2QUY.pdb,
1018,8SNI.pdb,pocket1_atm.pdb
1019,7AOG.pdb,pocket20_atm.pdb
1020,3L4H.pdb,pocket3_atm.pdb
1021,2JKB.pdb,pocket2_atm.pdb
1022,5ZNJ.pdb,pocket1_atm.pdb
1023,3KTC.pdb,pocket8_atm.pdb
1024,6FCC.pdb,pocket1_atm.pdb
1025,5L1L.pdb,pocket1_atm.pdb
1026,2XDP.pdb,
1027,1DC1.pdb,pocket2_atm.pdb
1028,3B09.pdb,
1029,6H9U.pdb,pocket8_atm.pdb
1030,4P8I.pdb,pocket2_atm.pdb
1031,3KIZ.pdb,pocket5_atm.pdb
1032,4ZCC.pdb,pocket1_atm.pdb
1033,8B5U.pdb,
1034,5W6Y.pdb,pocket1_atm.pdb
1035,3E08.pdb,pocket1_atm.pdb
1036,5A3A.pdb,pocket7_atm.pdb
1037,8CTR.pdb,pocket2_atm.pdb
1038,6W8H.pdb,pocket4_atm.pdb
1039,2QAP.pdb,
1040,7YC7.pdb,pocket39_atm.pdb
1041,7N27.pdb,pocket16_atm.pdb
1042,3CAI.pdb,
1043,1Y7W.pdb,pocket9_atm.pdb
1044,4NNR.pdb,pocket1_atm.pdb
1045,1ZVT.pdb,
1046,5EGB.pdb,
1047,3I3M.pdb,pocket1_atm.pdb
1048,5O1L.pdb,pocket58_atm.pdb
1049,6Y4Y.pdb,pocket2_atm.pdb
1050,6L0O.pdb,pocket6_atm.pdb
1051,3GBW.pdb,pocket1_atm.pdb
1052,5R50.pdb,
1053,5B2P.pdb,pocket3_atm.pdb
1054,8CFF.pdb,pocket86_atm.pdb
1055,8SOU.pdb,pocket8_atm.pdb
1056,7Z15.pdb,pocket6_atm.pdb
1057,8TFG.pdb,
1058,7AKO.pdb,pocket24_atm.pdb
1059,4K38.pdb,pocket60_atm.pdb
1060,5CVE.pdb,pocket1_atm.pdb
1061,3EGW.pdb,pocket1_atm.pdb
1062,2PPT.pdb,
1063,2R25.pdb,pocket2_atm.pdb
1064,3V4D.pdb,pocket30_atm.pdb
1065,3LC0.pdb,pocket3_atm.pdb
1066,5HJS.pdb,pocket1_atm.pdb
1067,5WJE.pdb,pocket1_atm.pdb
1068,6CY6.pdb,pocket1_atm.pdb
1069,4S0N.pdb,pocket39_atm.pdb
1070,1IV8.pdb,
1071,5AGR.pdb,pocket6_atm.pdb
1072,4ATY.pdb,
1073,2IBN.pdb,pocket2_atm.pdb
1074,5WAS.pdb,
1075,1W1D.pdb,pocket2_atm.pdb
